"","DGUID","ALT_GEO_CODE","GEO_LEVEL","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","Language","C1_COUNT_TOTAL","C10_RATE_TOTAL","Languages"
"133","2021S051235390261",35390261,"Dissemination area",0,971,"Spanish",10,2.2,"Spanish"
"134","2021S051235390262",35390262,"Dissemination area",0,971,"Spanish",80,12.3,"Spanish"
"135","2021S051235390264",35390264,"Dissemination area",0,835,"Arabic",15,2.2,"Arabic"
"136","2021S051235390266",35390266,"Dissemination area",0,835,"Arabic",10,2.4,"Arabic"
"137","2021S051235390267",35390267,"Dissemination area",0,971,"Spanish",25,3.9,"Spanish"
"138","2021S051235390272",35390272,"Dissemination area",0,835,"Arabic",90,10.8,"Arabic"
"139","2021S051235390274",35390274,"Dissemination area",0,835,"Arabic",25,6.3,"Arabic"
"140","2021S051235390276",35390276,"Dissemination area",0,835,"Arabic",5,1.2,"Arabic"
"141","2021S051235390277",35390277,"Dissemination area",0,835,"Arabic",15,4.4,"Arabic"
"142","2021S051235390278",35390278,"Dissemination area",0,1018,"Yue (Cantonese)",10,1.8,"Yue (Cantonese)"
"143","2021S051235390280",35390280,"Dissemination area",0,1018,"Yue (Cantonese)",5,0.9,"Yue (Cantonese)"
"144","2021S051235390281",35390281,"Dissemination area",0,835,"Arabic",15,3.4,"Arabic"
"145","2021S051235390282",35390282,"Dissemination area",0,969,"Portuguese",15,3.8,"Portuguese"
"146","2021S051235390283",35390283,"Dissemination area",0,835,"Arabic",35,8,"Arabic"
"147","2021S051235390284",35390284,"Dissemination area",0,835,"Arabic",65,8.6,"Arabic"
"148","2021S051235390285",35390285,"Dissemination area",0,971,"Spanish",15,2.8,"Spanish"
"149","2021S051235390286",35390286,"Dissemination area",0,971,"Spanish",15,3.3,"Spanish"
"150","2021S051235390287",35390287,"Dissemination area",0,835,"Arabic",20,3.1,"Arabic"
"151","2021S051235390288",35390288,"Dissemination area",0,971,"Spanish",50,6.7,"Spanish"
"152","2021S051235390289",35390289,"Dissemination area",0,971,"Spanish",30,2.4,"Spanish"
"153","2021S051235390290",35390290,"Dissemination area",0,971,"Spanish",25,6.5,"Spanish"
"154","2021S051235390291",35390291,"Dissemination area",0,969,"Portuguese",15,2.7,"Portuguese"
"155","2021S051235390292",35390292,"Dissemination area",0,971,"Spanish",25,5,"Spanish"
"156","2021S051235390293",35390293,"Dissemination area",0,835,"Arabic",10,3.6,"Arabic"
"157","2021S051235390297",35390297,"Dissemination area",0,971,"Spanish",10,2.8,"Spanish"
"158","2021S051235390298",35390298,"Dissemination area",0,835,"Arabic",10,1.1,"Arabic"
"159","2021S051235390299",35390299,"Dissemination area",0,835,"Arabic",50,3.9,"Arabic"
"160","2021S051235390300",35390300,"Dissemination area",0,971,"Spanish",15,3.4,"Spanish"
"161","2021S051235390301",35390301,"Dissemination area",0,971,"Spanish",10,2,"Spanish"
"162","2021S051235390303",35390303,"Dissemination area",0,971,"Spanish",35,3.3,"Spanish"
"163","2021S051235390306",35390306,"Dissemination area",0,971,"Spanish",5,1.2,"Spanish"
"164","2021S051235390308",35390308,"Dissemination area",0,971,"Spanish",15,2.9,"Spanish"
"165","2021S051235390312",35390312,"Dissemination area",0,971,"Spanish",5,0.7,"Spanish"
"166","2021S051235390313",35390313,"Dissemination area",0,971,"Spanish",10,2.2,"Spanish"
"167","2021S051235390315",35390315,"Dissemination area",0,949,"Punjabi (Panjabi)",15,2.3,"Punjabi (Panjabi)"
"168","2021S051235390321",35390321,"Dissemination area",0,949,"Punjabi (Panjabi)",20,3.2,"Punjabi (Panjabi)"
"169","2021S051235390323",35390323,"Dissemination area",1010,835,"Arabic",45,4.2,"Arabic"
"170","2021S051235390325",35390325,"Dissemination area",10,835,"Arabic",15,2.3,"Arabic"
"171","2021S051235390327",35390327,"Dissemination area",1010,971,"Spanish",15,3.3,"Spanish"
"172","2021S051235390328",35390328,"Dissemination area",0,969,"Portuguese",25,3.9,"Portuguese"
"173","2021S051235390330",35390330,"Dissemination area",2030,1014,"Mandarin",20,4.9,"Mandarin"
"174","2021S051235390333",35390333,"Dissemination area",0,1014,"Mandarin",45,4.9,"Mandarin"
"175","2021S051235390334",35390334,"Dissemination area",0,1014,"Mandarin",30,6.3,"Mandarin"
"176","2021S051235390335",35390335,"Dissemination area",0,1014,"Mandarin",30,8.1,"Mandarin"
"177","2021S051235390336",35390336,"Dissemination area",0,1014,"Mandarin",15,2.4,"Mandarin"
"178","2021S051235390338",35390338,"Dissemination area",1010,1018,"Yue (Cantonese)",10,3.1,"Yue (Cantonese)"
"179","2021S051235390339",35390339,"Dissemination area",0,971,"Spanish",20,4.5,"Spanish"
"180","2021S051235390341",35390341,"Dissemination area",0,971,"Spanish",15,3.9,"Spanish"
"181","2021S051235390342",35390342,"Dissemination area",0,835,"Arabic",20,5.7,"Arabic"
"182","2021S051235390343",35390343,"Dissemination area",0,835,"Arabic",20,6.7,"Arabic"
"183","2021S051235390345",35390345,"Dissemination area",0,971,"Spanish",15,2.5,"Spanish"
"184","2021S051235390347",35390347,"Dissemination area",0,835,"Arabic",20,5.7,"Arabic"
"185","2021S051235390348",35390348,"Dissemination area",0,835,"Arabic",40,4.1,"Arabic"
"186","2021S051235390349",35390349,"Dissemination area",0,835,"Arabic",35,3.5,"Arabic"
"187","2021S051235390350",35390350,"Dissemination area",0,971,"Spanish",25,3.4,"Spanish"
"188","2021S051235390351",35390351,"Dissemination area",0,975,"Korean",15,2.6,"Korean"
"189","2021S051235390352",35390352,"Dissemination area",0,835,"Arabic",40,4.5,"Arabic"
"190","2021S051235390354",35390354,"Dissemination area",0,971,"Spanish",15,3.5,"Spanish"
"191","2021S051235390355",35390355,"Dissemination area",0,835,"Arabic",210,3.7,"Arabic"
"192","2021S051235390361",35390361,"Dissemination area",0,971,"Spanish",15,1.6,"Spanish"
"193","2021S051235390364",35390364,"Dissemination area",0,1014,"Mandarin",15,2.9,"Mandarin"
"194","2021S051235390365",35390365,"Dissemination area",0,1014,"Mandarin",25,4.3,"Mandarin"
"195","2021S051235390366",35390366,"Dissemination area",0,1014,"Mandarin",35,8,"Mandarin"
"196","2021S051235390367",35390367,"Dissemination area",0,1014,"Mandarin",15,4.3,"Mandarin"
"197","2021S051235390368",35390368,"Dissemination area",0,1014,"Mandarin",30,7.3,"Mandarin"
"198","2021S051235390374",35390374,"Dissemination area",0,1014,"Mandarin",20,5.5,"Mandarin"
"199","2021S051235390375",35390375,"Dissemination area",1010,1014,"Mandarin",70,11.5,"Mandarin"
"200","2021S051235390376",35390376,"Dissemination area",0,1014,"Mandarin",15,4.3,"Mandarin"
"201","2021S051235390379",35390379,"Dissemination area",0,1014,"Mandarin",30,5.7,"Mandarin"
"202","2021S051235390394",35390394,"Dissemination area",0,975,"Korean",30,1.7,"Korean"
"203","2021S051235390395",35390395,"Dissemination area",0,971,"Spanish",5,0.9,"Spanish"
"204","2021S051235390400",35390400,"Dissemination area",0,975,"Korean",55,5.3,"Korean"
"205","2021S051235390405",35390405,"Dissemination area",0,835,"Arabic",5,1,"Arabic"
"206","2021S051235390406",35390406,"Dissemination area",0,835,"Arabic",35,7,"Arabic"
"207","2021S051235390407",35390407,"Dissemination area",0,971,"Spanish",15,1.6,"Spanish"
"208","2021S051235390410",35390410,"Dissemination area",0,835,"Arabic",150,14.3,"Arabic"
"209","2021S051235390411",35390411,"Dissemination area",0,835,"Arabic",35,4.5,"Arabic"
"210","2021S051235390412",35390412,"Dissemination area",0,835,"Arabic",5,1.4,"Arabic"
"211","2021S051235390417",35390417,"Dissemination area",0,1014,"Mandarin",5,1.3,"Mandarin"
"212","2021S051235390419",35390419,"Dissemination area",0,975,"Korean",15,3.9,"Korean"
"213","2021S051235390420",35390420,"Dissemination area",0,900,"Serbo-Croatian",15,1.9,"Serbo-Croatian"
"214","2021S051235390422",35390422,"Dissemination area",0,835,"Arabic",5,1.1,"Arabic"
"215","2021S051235390425",35390425,"Dissemination area",0,835,"Arabic",115,9.9,"Arabic"
"216","2021S051235390426",35390426,"Dissemination area",0,971,"Spanish",60,7.5,"Spanish"
"217","2021S051235390430",35390430,"Dissemination area",0,971,"Spanish",60,5.2,"Spanish"
"218","2021S051235390434",35390434,"Dissemination area",0,971,"Spanish",20,2.4,"Spanish"
"219","2021S051235390437",35390437,"Dissemination area",0,1014,"Mandarin",10,1.5,"Mandarin"
"220","2021S051235390438",35390438,"Dissemination area",0,835,"Arabic",15,2.1,"Arabic"
"221","2021S051235390442",35390442,"Dissemination area",0,971,"Spanish",15,2.9,"Spanish"
"222","2021S051235390443",35390443,"Dissemination area",0,971,"Spanish",15,1.8,"Spanish"
"223","2021S051235390445",35390445,"Dissemination area",0,902,"Croatian",5,1.2,"Croatian"
"224","2021S051235390446",35390446,"Dissemination area",0,975,"Korean",10,1.2,"Korean"
"225","2021S051235390453",35390453,"Dissemination area",0,897,"Polish",10,2.9,"Polish"
"226","2021S051235390454",35390454,"Dissemination area",0,971,"Spanish",10,2.3,"Spanish"
"227","2021S051235390459",35390459,"Dissemination area",0,835,"Arabic",10,1,"Arabic"
"228","2021S051235390460",35390460,"Dissemination area",0,949,"Punjabi (Panjabi)",215,3.5,"Punjabi (Panjabi)"
"229","2021S051235390461",35390461,"Dissemination area",0,835,"Arabic",10,2.2,"Arabic"
"230","2021S051235390540",35390540,"Dissemination area",0,897,"Polish",10,2.1,"Polish"
"231","2021S051235390541",35390541,"Dissemination area",0,1014,"Mandarin",10,1.3,"Mandarin"
"232","2021S051235390543",35390543,"Dissemination area",0,949,"Punjabi (Panjabi)",20,3.2,"Punjabi (Panjabi)"
"233","2021S051235390545",35390545,"Dissemination area",0,878,"Malayalam",30,2.6,"Malayalam"
"234","2021S051235390546",35390546,"Dissemination area",10,971,"Spanish",25,4,"Spanish"
"235","2021S051235390548",35390548,"Dissemination area",0,975,"Korean",15,1.6,"Korean"
"236","2021S051235390549",35390549,"Dissemination area",0,939,"Gujarati",50,3.5,"Gujarati"
"237","2021S051235390550",35390550,"Dissemination area",10,969,"Portuguese",20,1.4,"Portuguese"
"238","2021S051235390551",35390551,"Dissemination area",0,949,"Punjabi (Panjabi)",5,1.4,"Punjabi (Panjabi)"
"239","2021S051235390552",35390552,"Dissemination area",0,971,"Spanish",15,3.8,"Spanish"
"240","2021S051235390553",35390553,"Dissemination area",0,971,"Spanish",15,4.2,"Spanish"
"241","2021S051235390556",35390556,"Dissemination area",0,969,"Portuguese",10,1.5,"Portuguese"
"242","2021S051235390557",35390557,"Dissemination area",0,945,"Nepali",15,2.2,"Nepali"
"243","2021S051235390559",35390559,"Dissemination area",1000,971,"Spanish",105,6.1,"Spanish"
"244","2021S051235390560",35390560,"Dissemination area",0,971,"Spanish",15,3.2,"Spanish"
"245","2021S051235390561",35390561,"Dissemination area",0,971,"Spanish",15,2.5,"Spanish"
"246","2021S051235390562",35390562,"Dissemination area",0,969,"Portuguese",15,2.9,"Portuguese"
"247","2021S051235390563",35390563,"Dissemination area",0,969,"Portuguese",10,2.3,"Portuguese"
"248","2021S051235390564",35390564,"Dissemination area",0,968,"Italian",25,5.3,"Italian"
"249","2021S051235390578",35390578,"Dissemination area",0,971,"Spanish",25,4.1,"Spanish"
"250","2021S051235390584",35390584,"Dissemination area",0,971,"Spanish",15,2.8,"Spanish"
"251","2021S051235390585",35390585,"Dissemination area",0,949,"Punjabi (Panjabi)",5,0.8,"Punjabi (Panjabi)"
"252","2021S051235390589",35390589,"Dissemination area",0,939,"Gujarati",10,2,"Gujarati"
"253","2021S051235390592",35390592,"Dissemination area",0,939,"Gujarati",20,2.5,"Gujarati"
"254","2021S051235390593",35390593,"Dissemination area",0,878,"Malayalam",15,2.5,"Malayalam"
"255","2021S051235390596",35390596,"Dissemination area",0,945,"Nepali",10,1.8,"Nepali"
"256","2021S051235390597",35390597,"Dissemination area",0,949,"Punjabi (Panjabi)",10,2,"Punjabi (Panjabi)"
"257","2021S051235390598",35390598,"Dissemination area",0,846,"Khmer (Cambodian)",30,4.8,"Khmer (Cambodian)"
"258","2021S051235390599",35390599,"Dissemination area",0,971,"Spanish",15,3.6,"Spanish"
"259","2021S051235390601",35390601,"Dissemination area",0,847,"Vietnamese",50,5.1,"Vietnamese"
"260","2021S051235390604",35390604,"Dissemination area",0,949,"Punjabi (Panjabi)",50,4.9,"Punjabi (Panjabi)"
"261","2021S051235390605",35390605,"Dissemination area",0,837,"Assyrian Neo-Aramaic",30,4.3,"Assyrian Neo-Aramaic"
"262","2021S051235390606",35390606,"Dissemination area",0,837,"Assyrian Neo-Aramaic",20,3.6,"Assyrian Neo-Aramaic"
"263","2021S051235390607",35390607,"Dissemination area",0,878,"Malayalam",10,2.2,"Malayalam"
"264","2021S051235390611",35390611,"Dissemination area",0,837,"Assyrian Neo-Aramaic",25,4.4,"Assyrian Neo-Aramaic"
"265","2021S051235390616",35390616,"Dissemination area",0,837,"Assyrian Neo-Aramaic",10,3.9,"Assyrian Neo-Aramaic"
"266","2021S051235390618",35390618,"Dissemination area",0,878,"Malayalam",25,4.1,"Malayalam"
"267","2021S051235390619",35390619,"Dissemination area",0,940,"Hindi",10,2.4,"Hindi"
"268","2021S051235390622",35390622,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",40,3.1,"Tagalog (Pilipino, Filipino)"
"269","2021S051235390623",35390623,"Dissemination area",0,878,"Malayalam",15,4.5,"Malayalam"
"270","2021S051235390627",35390627,"Dissemination area",0,938,"Bengali",10,2.1,"Bengali"
"271","2021S051235390628",35390628,"Dissemination area",0,847,"Vietnamese",10,2,"Vietnamese"
"272","2021S051235390629",35390629,"Dissemination area",0,971,"Spanish",5,1,"Spanish"
"273","2021S051235390633",35390633,"Dissemination area",0,1014,"Mandarin",15,3.1,"Mandarin"
"274","2021S051235390634",35390634,"Dissemination area",0,847,"Vietnamese",15,2.7,"Vietnamese"
"275","2021S051235390635",35390635,"Dissemination area",0,1014,"Mandarin",5,0.9,"Mandarin"
"276","2021S051235390636",35390636,"Dissemination area",0,897,"Polish",5,1,"Polish"
"277","2021S051235390639",35390639,"Dissemination area",0,878,"Malayalam",15,2.3,"Malayalam"
"278","2021S051235390649",35390649,"Dissemination area",0,847,"Vietnamese",25,6.6,"Vietnamese"
"279","2021S051235390650",35390650,"Dissemination area",10,865,"Tagalog (Pilipino, Filipino)",15,3,"Tagalog (Pilipino, Filipino)"
"280","2021S051235390655",35390655,"Dissemination area",0,971,"Spanish",10,1.5,"Spanish"
"281","2021S051235390656",35390656,"Dissemination area",0,846,"Khmer (Cambodian)",45,10.3,"Khmer (Cambodian)"
"282","2021S051235390657",35390657,"Dissemination area",0,971,"Spanish",10,1.7,"Spanish"
"283","2021S051235390661",35390661,"Dissemination area",0,971,"Spanish",15,1.8,"Spanish"
"284","2021S051235390662",35390662,"Dissemination area",0,878,"Malayalam",20,6.3,"Malayalam"
"285","2021S051235390666",35390666,"Dissemination area",0,969,"Portuguese",5,1.4,"Portuguese"
"286","2021S051235390669",35390669,"Dissemination area",0,971,"Spanish",100,5,"Spanish"
"287","2021S051235390670",35390670,"Dissemination area",0,835,"Arabic",60,3.8,"Arabic"
"288","2021S051235390672",35390672,"Dissemination area",0,835,"Arabic",100,3.1,"Arabic"
"289","2021S051235390673",35390673,"Dissemination area",0,1014,"Mandarin",85,5.9,"Mandarin"
"290","2021S051235390676",35390676,"Dissemination area",0,847,"Vietnamese",35,3.3,"Vietnamese"
